id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,cos alpha,cos beta,cos gamma,w = croot(V),GaGaDist,GaAlDist,GaInDist,GaODist,AlAlDist,AlInDist,AlODist,InInDist,InODist,OODist,GaGaDist2,GaAlDist2,GaInDist2,GaODist2,AlAlDist2,AlInDist2,AlODist2,InInDist2,InODist2,OODist2,GaGaDist3,GaAlDist3,GaInDist3,GaODist3,AlAlDist3,AlInDist3,AlODist3,InInDist3,InODist3,OODist3,formation_energy_ev_natom,bandgap_energy_ev
1471,33,80,0.7188,0.0625,0.2188,10.1511,8.6974,9.3273,-8.00E-05,-3.00E-05,-2.00E-05,9.373162896,3.198530684,3.009509948,3.241706824,1.805540027,2.972175228,2.972175228,1.805529688,3.08654272,1.805572199,2.657714978,0,3.252623302,5.402431949,2.031491786,3.000195641,3.000195641,1.805540027,3.086588474,1.816653285,2.657714978,0,4.848265975,0,2.049263874,3.08654272,3.086588474,1.805572199,0,1.816653285,2.657719908,0.2221,2.6968
1472,167,30,0.0833,0.4167,0.5,5.2983,5.2978,14.1447,2.00E-05,-1.00E-05,-5.00E-01,7.005693577,3.104967477,2.889923963,2.889923963,2.055214571,0,3.104867301,2.055214582,2.889923963,2.055214582,2.81117252,0,4.1824065,7.072330463,2.05539362,0,3.561988253,2.17303443,0,2.055235517,2.81133338,0,5.62026609,0,2.173112642,0,3.861976949,2.173112642,0,2.055282251,2.81133338,0.1893,1.519
1473,33,80,0.6562,0.3125,0.0312,9.9723,8.565,9.1921,-5.00E-05,-4.00E-05,-3.00E-05,9.225271307,2.92199989,2.949389566,3.318532432,1.785169736,2.92199989,2.958577841,1.774694471,0,1.77468433,2.616205844,3.251402201,3.034564659,4.806656361,1.811763273,2.949459379,2.958648193,1.774740692,0,1.868966514,2.616209827,3.298640428,3.034639151,4.822343954,3.510174499,3.034639151,3.202224542,1.774740692,0,2.086288242,2.667174806,0.0838,3.4463
1474,206,80,0.6875,0.3125,0,9.1156,9.1151,9.1151,-6.00E-05,-7.00E-05,5.00E-05,9.115266645,3.027389731,3.011424628,0,1.921346402,3.011424628,0,1.921346402,0,0,2.528406618,3.027446915,3.011424628,0,1.921515088,3.011424628,0,1.921357573,0,0,2.528406618,3.027559483,7.310218238,0,1.973153854,3.011511492,0,1.921388548,0,0,2.553930623,0.0945,3.9147
1475,206,80,0.0938,0.0312,0.875,10.1402,10.1401,10.1404,-1.00E-05,-1.00E-05,2.00E-05,10.14023333,0,5.792439777,3.350213418,2.137486953,3.350215465,3.350165278,2.137467559,3.350165278,2.137460576,2.812782069,0,6.076958034,9.398961076,2.195096981,0,3.350214292,2.165751685,3.350213418,2.13746656,2.812782069,0,0,0,5.174320449,0,3.350215465,2.165751685,3.350215465,2.165750681,2.841179626,0.0841,1.0585
1476,33,40,0,0.8125,0.1875,5.2262,8.9578,9.5751,5.00E-05,-1.00E-05,-2.00E-05,7.653208908,3.089475742,0,3.060640522,1.858216465,0,0,0,3.089475742,1.902250649,2.731340219,0,0,3.286770644,1.858240206,0,0,0,0,2.016402662,2.782658549,0,0,4.978315299,2.090106566,0,0,0,0,3.549535036,2.954828616,0.1138,1.5616
1477,206,80,0.5312,0.4062,0.0625,9.2365,9.2361,9.236,-7.00E-05,-7.00E-05,6.00E-05,9.236199977,3.051379741,3.051379741,3.067592259,1.946845553,3.051379741,3.051454312,1.946838681,5.80005852,1.946888666,2.561956161,3.051637811,3.051454312,5.275976946,1.9468591,3.051454312,7.208723055,1.9468591,0,1.999407045,2.561966074,3.494542742,3.051581489,5.535136424,1.946879826,3.494746195,0,1.946879826,0,1.999521129,2.587807325,0.1422,3.1065
1478,33,80,0.6875,0.2188,0.0938,10.027,8.605,9.2332,-6.00E-05,-4.00E-05,-2.00E-05,9.270248522,3.050474552,2.964945966,2.964887646,1.784125386,2.937298768,2.937298768,1.784115208,3.349117827,1.828713191,2.628856917,7.832899793,3.050412322,3.207609154,1.794800367,2.964887646,3.20779538,1.784125386,8.619460133,1.938409821,2.628861275,0,3.050474552,5.385697458,1.794800367,3.050474552,3.320972429,1.784167195,9.822195244,2.009715241,2.679424852,0.1259,3.2082
1479,33,80,0.375,0.5312,0.0938,10.1731,8.7296,9.3524,-1.00E-05,-3.00E-05,-2.00E-05,9.399907434,2.980019158,3.00807363,3.017432946,1.809629483,3.094835355,2.980019158,1.809623488,6.430884256,1.809629483,2.664383416,3.008006945,3.094764199,3.208029727,1.809670075,7.942296737,3.008006945,1.820678739,8.743877252,1.854461286,2.664384999,3.094835355,5.086561135,3.252522615,1.820671383,0,3.207976918,1.820704561,9.04312654,1.965757989,2.715530715,0.1034,2.5738
1480,33,80,0.0312,0.0938,0.875,11.2004,9.5222,10.1465,0.00E+00,6.00E-05,0.00E+00,10.26665647,6.782614974,3.397120297,3.397110181,2.000069002,0,3.65846764,2.000069861,3.271737321,1.987446427,2.906195822,0,0,6.992049421,6.035517332,0,5.600205151,3.916698915,3.271737321,1.987447359,2.906195841,0,0,8.512917355,7.942335289,0,8.651849337,8.661030789,3.303084203,2.000069002,2.953554384,0.1675,0.8515
1481,227,40,0.5625,0.4375,0,9.9771,5.7367,14.1381,-6.27E-02,-5.36E-02,8.65E-01,7.400699203,2.810262307,2.810262476,0,1.803466499,2.868342612,0,1.803466499,0,0,2.697851923,3.408402262,2.868342612,0,1.803466499,2.886341014,0,1.837956715,0,0,2.753608908,3.468204847,2.886341014,0,6.64875692,4.850597738,0,1.939496036,0,0,11.90608131,0.0749,2.6172
1482,12,80,0.5625,0.4375,0,24.337,6.0091,5.762,1.00E-05,-2.40E-01,0.00E+00,9.352768862,3.00454039,3.00454039,0,1.82082452,3.00454039,0,1.82082452,0,0,2.588589266,0,3.250273097,0,1.82082452,3.250273097,0,1.820825882,0,0,2.588589266,0,3.315201195,0,1.849755161,3.4236378,0,1.849755161,0,0,2.588589266,0.0035,3.0656
1483,206,80,0.625,0.1562,0.2188,9.3357,9.3352,9.3355,-4.00E-05,-5.00E-05,3.00E-05,9.335466656,3.08436796,3.08422652,3.08422652,1.967787357,3.08422652,3.08422652,1.967787357,3.084350997,1.96781527,2.589496461,5.59460931,3.08436796,3.084272776,1.967808011,3.084292355,3.084272776,1.967808011,4.667725346,1.993827592,2.615668734,0,3.084453847,3.084292355,1.967824628,3.084350997,3.08436796,1.993827592,0,1.993827592,2.615751885,0.2267,2.8211
1484,206,80,0.5938,0.1875,0.2188,9.3488,9.3484,9.3485,-4.00E-05,-5.00E-05,3.00E-05,9.348566656,3.08878069,3.088551759,3.088597789,1.970549067,3.088551759,3.088551759,1.970549067,3.088551759,1.970550301,2.593133194,3.08878069,3.088597789,3.088683219,1.97068455,3.088597789,3.088551759,1.970663333,3.537148286,1.970569445,2.593133194,3.537064461,3.088615983,5.602573002,1.996650471,3.088615983,3.088551759,1.996625346,0,1.996648412,2.593133194,0.2216,2.7064
1485,33,80,0.7188,0.1562,0.125,10.0471,8.6188,9.2478,-7.00E-05,-3.00E-05,-2.00E-05,9.286284505,3.326333558,2.970480974,3.056175401,1.798316596,2.942813319,2.979772413,1.787555646,3.792242616,1.798316596,2.633406716,5.225837045,3.056118814,0,1.822725045,2.970534005,2.979772413,1.787566106,4.502225498,1.822725045,2.633406716,0,0,0,0,3.056118814,3.056175401,1.787605686,7.733846886,1.822749417,2.633411406,0.1407,3.0664
1486,227,40,0,0.25,0.75,10.9172,6.3294,15.5946,-2.37E-02,-2.76E-02,8.62E-01,8.169273164,3.206005264,0,3.131330788,2.195673807,0,0,0,3.206172645,1.991729953,3.006077676,9.059718459,0,3.131330976,2.196534656,0,0,0,3.677254257,1.991729953,3.038089419,0,0,3.164676478,2.196534784,0,0,0,15.86134786,0,13.08119383,0.3428,0.4986
1487,227,40,0.3125,0.375,0.3125,6.0748,6.0727,14.8773,-8.20E-04,3.24E-02,-5.00E-01,7.801707133,3.009407969,3.010912616,3.009408031,1.92254807,3.036327463,3.010912616,1.922548117,3.561865938,1.922548117,2.889031709,5.198555336,3.036327463,3.00940809,1.922604166,3.570415983,5.260628306,1.922604213,5.198261745,1.934049663,2.889031709,6.01881606,3.509794368,3.037397725,1.922604265,3.612424026,0,2.068309036,0,2.067584917,2.914874364,0.4501,0.3187
1488,206,80,0.4375,0,0.5625,9.7191,9.7187,9.7191,-2.00E-05,-3.00E-05,1.00E-05,9.718966663,0,0,0,0,3.210980254,3.210980254,2.048642795,3.227929099,2.048642795,2.69588939,0,0,0,0,3.210988922,3.210980254,2.04865076,3.227934546,2.04865076,2.69588939,0,0,0,0,3.211020997,3.211020536,2.075764114,3.227934546,2.048657416,2.69588939,0.2362,1.6576
1489,206,80,0.3438,0.5312,0.125,9.3705,9.3702,9.37,-7.00E-05,-7.00E-05,8.00E-05,9.370233306,3.095660151,3.095660151,3.095660151,1.975091083,3.095719322,3.095880758,1.975090051,3.112050841,2.028342416,2.599125265,3.095719322,3.095719322,3.09572066,1.975123608,3.095880758,5.615398346,1.975091083,9.910147695,2.028395383,2.599125265,4.685102769,3.09572066,5.615416181,1.9751273,8.114663927,10.78640866,1.975123608,11.50759959,2.02853957,2.599162557,0.1613,2.5385
1490,206,80,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,-1.00E-05,-1.00E-05,1.00E-05,10.2219,0,9.285415236,3.377194466,2.212778837,0,3.377187636,2.183188081,3.377138502,2.154670079,2.835433701,0,0,6.125930646,2.21278135,0,3.377194466,2.183188081,3.377138502,2.154674143,2.835433701,0,0,0,2.266510258,0,3.867583522,5.697053925,3.377187636,2.154678325,2.864048517,0.0347,0.9548
1491,206,80,0.3438,0.375,0.2812,9.509,9.5087,9.5087,-5.00E-05,-6.00E-05,6.00E-05,9.508799984,3.141482802,3.14151668,3.141482802,2.00433835,3.141482802,3.141482802,2.004317329,3.141482802,2.004321708,2.637600437,3.1416949,3.141648554,3.141702363,2.004356363,3.141648554,3.141482802,2.004321708,4.75435931,2.00433293,2.637603662,3.1416949,3.141702363,3.597675003,2.030856151,6.723591166,3.141529276,2.004340738,0,2.004353039,2.664212521,0.2063,1.9792
1492,33,80,0.6875,0.1562,0.1562,10.0963,8.6575,9.2862,-7.00E-05,-3.00E-05,-2.00E-05,9.328194499,3.050153686,2.956871687,2.956871687,1.796107358,2.99397411,2.984697382,1.79609738,3.221063666,1.807008172,2.645061541,3.340488278,2.984697382,3.070694888,1.796144421,2.99397411,3.070748154,1.796107358,3.226787629,1.807036211,2.645066037,0,3.070748154,0,1.807036983,2.994024414,3.070748154,1.796144421,4.2583684,1.830338601,2.695285873,0.1854,2.884
1493,194,80,0.25,0.3438,0.4062,6.6022,6.6019,24.4331,-1.70E-04,-6.00E-05,-5.00E-01,9.734217416,3.300962968,3.300962968,3.300962968,1.905781008,3.301458282,3.300962968,1.905781008,3.300962968,1.905781008,2.763945694,0,3.30112356,3.30112356,2.002293851,5.895278753,3.30112356,1.905873628,3.30112356,2.002293851,2.763945694,0,3.301458282,0,2.176566613,6.108278983,4.88400322,1.906159645,5.718192947,2.176566613,2.838539174,0.2634,1.1712
1494,206,80,0.0625,0.0312,0.9062,10.181,10.181,10.1813,-1.00E-05,-1.00E-05,2.00E-05,10.1811,0,6.101461689,3.363704373,2.146104535,7.721201585,3.363700756,2.174469851,3.363651842,2.146065293,2.824107867,0,0,8.165063954,2.203943239,0,3.363700756,4.003385255,3.363651842,2.146070822,2.852614033,0,0,0,6.962726839,0,3.363739242,4.571445334,3.363700756,2.146072407,2.930796568,0.0603,0.9605
1495,33,80,0.7188,0.1875,0.0938,10.0124,8.5926,9.2212,-7.00E-05,-4.00E-05,-2.00E-05,9.257280195,3.203118479,2.933026963,3.046038711,1.781564707,2.933026963,3.046038711,1.781575271,3.309381607,1.792212801,2.625304736,3.330011993,2.960576142,0,1.792212801,2.960576142,7.707328682,1.78161708,6.332313888,1.817495071,2.625309357,3.344938311,3.045977571,0,1.792244537,3.046038711,10.25157739,1.78161708,0,1.817501542,2.675814716,0.1386,3.2908
1496,167,30,0.0833,0.0833,0.8333,5.4712,5.4707,14.5184,5.00E-05,-1.00E-05,-5.00E-01,7.219767452,0,3.978920434,2.966289802,2.119746561,0,2.966289802,2.119806831,2.966289802,2.119746549,2.90288027,0,0,3.672429512,2.237959219,0,3.205376818,5.025427301,7.259215812,2.119804785,2.90288027,0,0,3.979016888,2.238087139,0,3.978914846,0,0,2.119937129,2.903063481,0.1559,1.1604
1497,194,80,0.4062,0.1562,0.4375,6.5757,6.5753,24.3557,-2.60E-04,-1.40E-04,-5.00E-01,9.697801292,3.287850954,3.287657024,3.287657024,1.898076242,3.287657024,3.287657024,1.898076242,3.287657024,1.898076242,2.753847373,3.587643853,3.288108354,3.287657024,1.898076242,3.287850954,3.287850954,1.995952176,3.287850954,1.898472967,2.753847373,5.872615155,5.695134079,3.287850954,1.995952176,12.17786562,3.288108354,1.995952176,3.288108354,1.995952176,2.753847373,0.354,1.1742
1498,33,80,0.875,0.0938,0.0312,9.87,8.4778,9.1086,-9.00E-05,-4.00E-05,-2.00E-05,9.134483227,5.37452839,2.928305675,3.283012651,1.756844907,2.892095984,2.892095984,1.756832341,0,1.841161721,2.591343801,6.05241757,2.928366128,5.264566284,1.767102589,2.919210443,3.143392219,1.756844907,0,1.951160951,2.591349542,0,3.003522898,0,1.795298564,3.003522898,3.22084634,1.756889614,0,2.099846822,2.641904755,0.0693,4.1114
1499,194,80,0.9688,0.0312,0,6.0828,6.0824,23.3707,-1.10E-04,-3.00E-05,-5.00E-01,9.080661173,0,3.040997074,0,1.755541917,3.040997074,0,1.755541917,0,0,2.597899413,0,3.041192391,0,1.915227746,3.040997074,0,1.915227746,0,0,2.597899413,0,3.408033345,0,9.770115428,3.041403235,0,2.023285755,0,0,2.670542866,0.2282,3.9921
1500,206,80,0.75,0.25,0,9.0894,9.0888,9.089,-6.00E-05,-7.00E-05,4.00E-05,9.089066647,3.002774137,3.002774137,0,1.915826335,3.002774137,0,1.915826335,0,0,2.521133239,3.002985601,3.002774137,0,1.916003443,3.002774137,0,1.915831697,0,0,2.521133239,3.003077271,3.002861667,0,1.941209463,3.002861667,0,1.915865836,0,0,2.521133239,0.0948,4.0841
1501,167,30,0.0833,0.5833,0.3333,5.2119,5.2114,13.9578,1.00E-05,-2.00E-05,-5.00E-01,6.898671179,2.85174232,3.506785243,2.85174232,2.022954203,0,5.540838821,2.023094164,3.506546192,2.022954192,2.765326898,9.830633231,12.01437415,2.85174232,2.022964215,0,0,3.523167528,7.120537102,2.023042563,2.765477348,0,0,3.054613508,2.023013091,0,0,3.700425686,0,2.140609287,2.765477348,0.1972,1.7816
1502,227,40,0.5625,0.125,0.3125,5.9743,5.9741,14.6128,1.30E-04,-1.30E-04,-5.00E-01,7.672712488,7.893513223,2.984182772,2.984214423,2.069735603,2.984182772,2.987052654,1.899657714,2.987174088,1.899657714,2.864815433,0,2.984428441,3.498641293,2.069735683,3.501579312,3.499016521,1.902133581,3.501470127,1.902133581,2.864815433,0,2.987052654,0,2.06994638,3.653187912,3.501470127,3.516143257,5.48692365,4.549547058,2.865051246,0.4323,1.7836
1503,33,80,0.0938,0.0938,0.8125,11.1019,9.4449,10.0696,-1.00E-05,5.00E-05,0.00E+00,10.18284105,3.367964208,3.647655591,3.284721061,1.984349914,8.238427843,3.367964208,1.984349914,3.243610561,1.970367777,2.88285762,0,5.550929476,3.367952226,1.984897577,9.711713866,6.937173236,1.984899613,3.274646015,1.970368076,2.882858131,0,8.367482939,3.630034474,3.883996933,0,0,8.414372423,3.367952226,1.984349325,2.930464587,0.1879,0.9129
1504,12,20,0.5,0.5,0,12.201,3.0134,5.7748,1.00E-05,-2.39E-01,0.00E+00,5.907457819,3.08779339,3.087803272,0,1.826106779,3.258605221,0,1.826105067,0,0,2.594366737,3.258605221,3.258605221,0,1.853906904,5.937594857,0,1.853906904,0,0,2.594366737,3.431635343,3.431657454,0,3.26386177,6.283814044,0,3.263866649,0,0,4.732110094,0.0521,2.8933
1505,206,80,0,0.3125,0.6875,10.0132,10.0133,10.0133,-3.00E-05,-3.00E-05,5.00E-05,10.01326666,3.308174858,0,3.308174858,2.110661808,0,0,0,3.308174858,2.110664102,2.777556672,3.308201099,0,3.308201099,2.138598632,0,0,0,3.308174858,2.11067243,2.777556672,3.308331902,0,3.308204877,2.138606658,0,0,0,3.308204877,2.110683351,2.777559457,0.0998,1.0412
1506,227,40,0.8125,0,0.1875,10.0053,5.7928,14.2566,-1.28E-02,-1.48E-02,8.64E-01,7.46844552,0,0,0,0,2.882640246,2.896415451,1.832394384,3.381368281,1.832394384,2.767334747,0,0,0,0,2.882640419,3.420029858,1.832394384,3.402405351,1.853357794,2.780558833,0,0,0,0,2.920988913,3.564149604,1.832394384,0,1.853357794,11.9376684,0.3898,2.1147
1507,167,30,0.6667,0.3333,0,4.8947,4.8944,13.293,1.90E-04,-2.00E-04,-5.00E-01,6.50915536,3.590446516,2.715928655,0,1.905153025,2.715928655,0,1.905083584,0,0,2.597092037,3.590897268,9.362451266,0,1.905276042,2.869673321,0,1.905083592,0,0,2.597218096,5.255138225,0,0,1.90546826,3.305463894,0,1.905232082,0,0,2.597218096,0.0459,4.1374
1508,206,80,0.9375,0,0.0625,9.0663,9.0655,9.0659,-4.00E-05,-6.00E-05,1.00E-05,9.065899986,0,0,0,0,2.995151555,2.995151555,1.910940886,4.532761709,1.936259768,2.514688967,0,0,0,0,2.995151555,2.995229004,1.910981938,0,4.750883451,2.514688967,0,0,0,0,2.995247847,2.995247847,1.936236589,0,0,2.514688967,0.1383,4.2158
1509,12,80,0.3125,0.3125,0.375,24.4979,6.2901,6.1976,0.00E+00,-2.55E-01,0.00E+00,9.737626227,3.145028615,3.145028615,3.145028615,1.88064813,3.145028615,3.145028615,1.88064813,3.145028615,1.88064813,2.719069407,3.300058334,3.145028615,3.145028615,1.88064813,3.145028615,3.300058334,1.88064813,3.300058334,1.880650301,2.719069407,3.649864241,12.24892728,3.300058334,1.88064813,0,3.300058334,1.88064813,4.558677905,1.952940399,2.719075523,0.1819,1.4507
1510,33,40,0.875,0.125,0,4.9177,8.4516,9.0821,-9.00E-05,-4.00E-05,-2.00E-05,7.227072549,3.112383667,2.88231041,0,1.750901102,2.909305806,0,1.75085497,0,0,2.583243737,0,2.909305806,0,1.796375464,6.242542786,0,1.904351391,0,0,2.58324941,0,6.141884822,0,1.904194695,0,0,1.974350534,0,0,2.633974759,0.0569,4.2993
1511,206,80,0,0.6562,0.3438,9.7084,9.7085,9.7082,-7.00E-05,-6.00E-05,9.00E-05,9.708366639,3.207389606,0,3.207389606,2.046368996,0,0,0,3.207389606,2.046357567,2.692920057,3.207414311,0,3.207411763,2.046374613,0,0,0,3.207411763,2.046383288,2.692920057,3.207611899,0,3.673114657,2.046408968,0,0,0,4.854219974,2.046585311,2.692957283,0.1445,1.4996
1512,33,80,0.5938,0.3438,0.0625,10.0362,8.6162,9.2424,-5.00E-05,-4.00E-05,-2.00E-05,9.280184546,2.977158042,2.940329101,2.940329101,1.785776157,2.97722507,2.977158042,1.785828499,4.533491315,1.785829449,2.631411832,2.97722507,2.967917744,3.317854612,1.785785329,3.053575748,3.193956609,1.785829449,0,1.869962884,2.631411832,3.16894089,3.053646719,0,1.785785329,6.348256021,3.269731308,1.796449486,0,1.982426824,2.631415334,0.0981,3.2091
1513,206,80,0.5312,0.2812,0.1875,9.3473,9.3469,9.347,-5.00E-05,-6.00E-05,5.00E-05,9.347066652,3.088194203,3.088037708,3.088088688,1.970223035,3.088037708,3.088088688,1.97022692,3.104476908,1.970223035,2.592718477,3.536659698,3.088088688,3.536473097,1.970376427,3.088037708,3.088101308,1.970232773,4.673659273,1.970247426,2.618896072,5.601558554,3.088101308,5.860716336,1.996317006,3.088037708,3.088229934,1.970249672,5.601566257,1.996317006,2.618993407,0.1982,2.6469
1514,227,40,0,0.1875,0.8125,6.4848,6.4838,15.0894,-2.60E-04,-1.80E-04,-5.00E-01,8.190465104,5.923984897,0,3.241916797,1.961626727,0,0,0,3.134594457,1.961626727,3.009210651,0,0,5.923827182,1.961626727,0,0,0,3.134999991,2.053513899,3.009599995,0,0,0,2.210320616,0,0,0,3.135579783,2.053593478,3.112240125,0.3025,0.347
1515,206,80,0.3438,0.6562,0,9.2597,9.2594,9.2591,-9.00E-05,-8.00E-05,9.00E-05,9.259399961,3.05900235,3.05900235,0,1.951706809,3.05900235,0,1.951706809,0,0,2.568346035,3.05900235,3.059072717,0,1.951736321,3.059325078,0,1.951749934,0,0,2.568393025,3.059072717,3.059268622,0,1.95195471,3.503485594,0,1.951763606,0,0,2.568410315,0.0978,2.9509
1516,206,80,0,0.9375,0.0625,9.4591,9.4591,9.4586,-1.00E-04,-9.00E-05,1.20E-04,9.458933277,3.124908931,0,3.124955549,1.993748196,0,0,0,5.668526413,1.993788376,2.62366447,3.124955549,0,3.124977766,1.993759404,0,0,0,0,2.020169273,2.62366447,3.578978038,0,3.125361344,1.993823717,0,0,0,0,2.020169273,2.623718913,0.0968,2.0388
1517,33,80,0.125,0.5,0.375,10.602,9.0653,9.6865,1.00E-05,0.00E+00,-1.00E-05,9.764401329,3.131678071,3.141372428,3.102270055,1.883966817,3.141372428,3.141349424,1.883967169,3.372794083,1.883964368,2.765763599,3.221527096,3.325758237,3.102270055,1.883967169,5.300975739,3.384047925,1.883967491,3.486779862,1.896323851,2.765763599,6.665910531,3.325799729,3.131655244,1.896325944,0,5.715505539,1.883967491,3.522174097,1.909312533,2.81579755,0.1838,1.3655
1518,167,30,0.6667,0.3333,0,4.8947,4.8944,13.293,1.90E-04,-2.00E-04,-5.00E-01,6.50915536,2.869673321,2.715928655,0,1.905083584,2.715928655,0,1.905083592,0,0,2.597092037,3.305463894,9.362451266,0,1.905153025,6.646522611,0,1.905083592,0,0,2.597218096,0,0,0,1.905232082,0,0,1.905276042,0,0,2.597218096,0.0513,4.1462
1519,167,30,0.6667,0.3333,0,4.8947,4.8944,13.293,1.90E-04,-2.00E-04,-5.00E-01,6.50915536,2.883958438,2.791539496,0,1.896680817,2.791539496,0,1.896680805,0,0,2.568608458,11.43195354,6.646522611,0,1.896680817,0,0,1.896751138,0,0,2.568733135,0,0,0,1.896869607,0,0,1.89682481,0,0,2.962708865,0.0538,4.0766
1520,206,80,0,0.4688,0.5312,9.8747,9.8747,9.8746,-5.00E-05,-4.00E-05,7.00E-05,9.874666652,3.262372087,0,3.262372087,2.081432097,0,0,0,3.262372087,2.081438058,2.739092561,3.262377459,0,3.262372087,2.081468902,0,0,0,3.262377459,2.081449247,2.73911171,3.262389985,0,3.262389985,2.1089848,0,0,0,3.736263517,2.081451941,2.739115982,0.1252,1.2575
1521,206,80,0.9062,0,0.0938,9.1071,9.1063,9.1067,-4.00E-05,-6.00E-05,1.00E-05,9.106699987,0,0,0,0,3.008641274,3.008641274,1.919547229,3.459484085,1.919564304,2.526013636,0,0,0,0,3.008641274,3.008732925,1.919547229,6.913205409,1.919691251,2.526013636,0,0,0,0,3.00871248,3.008745871,1.919585524,7.309694781,1.971383752,2.551580974,0.1666,4.0219
1522,206,80,0.6875,0.3125,0,9.1156,9.1151,9.1151,-6.00E-05,-7.00E-05,5.00E-05,9.115266645,3.011424628,3.011424628,0,1.921346402,3.011424628,0,1.921346402,0,0,2.528406618,4.557534652,3.448895482,0,1.921515088,3.011511492,0,1.921357573,0,0,2.528406618,0,4.557570665,0,1.946804177,3.011513472,0,1.921388548,0,0,2.553930623,0.1019,3.7988
1523,33,80,0.3125,0.5312,0.1562,10.2717,8.807,9.4293,0.00E+00,-2.00E-05,-2.00E-05,9.483819042,3.008133488,3.008133488,3.045934539,1.826709044,3.045934539,3.045878173,1.826713637,3.276689058,1.826747016,2.687697567,3.036441896,3.036441896,3.123918613,1.838057179,3.123918613,3.235139453,1.838083747,3.337868113,1.826747016,2.687697567,3.123978299,3.123978299,3.123978299,1.858572526,3.123978299,3.280685236,1.858575577,3.39392857,1.838062951,2.687698633,0.1389,2.2651
1524,33,40,0.4375,0,0.5625,5.3319,9.098,9.7263,-5.00E-05,1.00E-05,-1.00E-05,7.784998433,0,0,0,0,3.147960281,3.11830034,1.89440329,3.157700012,1.894418372,2.778863671,0,0,0,0,0,3.387396472,1.933789702,3.339223354,2.124525282,2.77886704,0,0,0,0,0,3.502963822,2.049365934,0,3.639145688,2.827280491,0.2965,1.6707
1525,33,40,0.625,0.375,0,4.9761,8.5513,9.1775,-5.00E-05,-4.00E-05,-3.00E-05,7.309402512,2.943796377,2.943796377,0,1.808876863,2.916487553,0,1.771254415,0,0,2.611656701,6.311790196,3.146067931,0,1.849159423,3.146233417,0,1.771302881,0,0,2.611660378,0,6.210067028,0,1.865835099,0,0,1.816973767,0,0,2.66285531,0.0804,3.4935
1526,227,40,0.25,0.4375,0.3125,6.0947,6.0937,14.3561,-3.00E-04,-7.00E-05,-5.00E-01,7.729111151,3.047329447,2.969517409,3.046835753,1.866298298,5.233514093,2.970266855,1.866298298,3.469204371,1.866298154,2.850736681,3.535561013,3.047329447,3.536496901,1.866298298,5.233789789,3.046835753,3.549253014,3.53656488,1.932415044,2.850736681,6.811478262,3.047329447,3.53656488,1.866298298,5.470029451,3.469204371,3.549401315,5.533435257,4.643171039,2.850736797,0.3376,0.6162
1527,227,40,0.625,0.375,0,9.8219,5.7031,14.0841,-1.89E-02,-2.20E-02,8.61E-01,7.374311506,3.338817999,2.832131786,0,1.795894203,2.832131616,0,1.795894203,0,0,2.71884646,3.45364274,2.851539085,0,6.566480865,2.892406188,0,1.830929113,0,0,2.737477521,3.521017525,3.322728101,0,13.12070439,4.892633324,0,1.986511023,0,0,11.80358489,0.084,2.9567
1528,194,80,0.125,0.625,0.25,6.5277,6.5276,24.3262,-5.00E-05,-6.00E-05,-5.00E-01,9.64681844,3.263776297,3.263854772,3.263776297,1.884299999,3.263776297,3.263854772,2.15567851,3.263776297,1.884299999,2.743007217,3.263776297,6.081560434,3.263776297,1.884299999,0,3.577297698,2.155842034,0,1.884299999,2.743007217,3.263854772,12.5931684,3.263776297,1.99353551,0,3.577334532,2.155842034,0,1.884628005,2.817212053,0.379,1.0618
1529,194,80,0,0.5312,0.4688,6.7305,6.7302,24.7019,4.00E-05,4.00E-05,-5.00E-01,9.896063943,3.365077179,0,3.365239253,1.94285782,0,0,0,3.365077179,2.214788865,2.805718559,3.365077179,0,3.365752164,1.942862532,0,0,0,3.365077179,0,2.805718559,3.648016932,0,5.8294512,2.024321348,0,0,0,3.365239253,0,2.805718559,0.0156,1.3385
1530,206,80,0.5312,0.0938,0.375,9.5136,9.5131,9.5134,-3.00E-05,-4.00E-05,2.00E-05,9.513366659,5.701188209,3.143074047,3.143074047,2.031834432,3.143025172,3.143025172,2.005293324,3.143025172,2.005293324,2.638848139,7.214785158,3.143116743,3.143119473,2.031834432,3.599481351,3.143202097,2.005306646,3.143074047,2.005299933,2.638848139,0,4.756568624,5.964989865,2.031847892,4.756568624,3.143202097,2.031852232,3.599583645,2.005400797,2.665530733,0.2614,2.096
1531,33,80,0.2188,0.6562,0.125,10.2808,8.8181,9.4386,2.00E-05,-2.00E-05,-2.00E-05,9.493721856,3.011165157,3.048988721,3.03947455,1.828371436,3.127151821,3.238514419,1.828410454,3.011165157,1.87296569,2.690253926,3.03947455,3.12708464,3.106131535,1.828374818,5.140419632,3.268256217,1.839718764,5.538076286,1.985373391,2.690254046,3.127151821,8.020565186,3.284525422,1.828410454,0,3.284572954,1.860401568,7.654000311,2.05816974,2.741516747,0.1149,2.1834
